iter	RMSE
890	11.93777339
891	11.93775628
892	11.93775146
893	11.93774984
894	11.93774945
895	11.93774536
896	11.93774272
897	11.93774146
898	11.93774121
899	11.93774052
900	11.93773968
901	11.93773053
902	11.93772891
903	11.9377287
904	11.93772848
905	11.93772467
906	11.93772267
907	11.93771529
908	11.93770947
909	11.93770643
910	11.93770148
911	11.93769878
912	11.93769749
913	11.93769708
914	11.93769659
915	11.93769636
916	11.93769565
917	11.93769492
918	11.9376947
919	11.93769452
920	11.93769393
921	11.93769355
922	11.93769127
923	11.93769065
924	11.93769
925	11.93768886
926	11.93768623
927	11.93768507
928	11.93768403
929	11.93767931
930	11.93767805
931	11.937671
932	11.93767016
933	11.93766833
934	11.93766709
935	11.93766678
936	11.93766377
937	11.93766085
938	11.93765995
939	11.93765857
940	11.93765831
941	11.93765792
942	11.93765049
943	11.93764964
944	11.93764767
945	11.93764562
946	11.93764512
947	11.93764484
948	11.93764395
949	11.93763929
950	11.93763346
951	11.93763306
952	11.93762504
953	11.93762242
954	11.93762184
955	11.93762037
956	11.93762004
957	11.93761854
958	11.93761535
959	11.93761019
960	11.93760759
961	11.93760611
962	11.93760564
963	11.93760454
964	11.93760276
965	11.937602
966	11.93760042
967	11.93759632
968	11.93759407
969	11.93759356
970	11.9375919
971	11.93759082
972	11.93758946
973	11.93758871
974	11.93758791
975	11.9375837
976	11.93757932
977	11.93757654
978	11.93757634
979	11.93757622
980	11.93757136
981	11.93756954
982	11.93756875
983	11.93756597
984	11.93756235
985	11.93755829
986	11.93755668
987	11.93754982
988	11.93754772
989	11.93754233
990	11.93754128
991	11.93754046
992	11.93753793
993	11.93753562
994	11.93753478
995	11.93753241
996	11.93753055
997	11.93752966
998	11.93752349
999	11.93752296
